direction,rsu,vehicle,sender,receiver,packets_received,min_msgId,max_msgId,packets_expected,mean_distance_m,median_distance_m,min_distance_m,max_distance_m,mean_delay_ms,median_delay_ms,simulation_duration_s,pdr_overall,pdr_sliding_window
V2I,rsu[0],carNoIp[216],carNoIp[216],rsu[0],364,0,376,377,143.54468131867998,75.96600000000001,41.928999999999995,356.668,53.18956043956044,57.0,37.53399999999999,96.55172413793103,100.0
V2I,rsu[0],carNoIp[204],carNoIp[204],rsu[0],464,0,485,486,187.26181249999993,112.99549999999999,30.22,560.5419999999999,41.269396551724135,33.0,48.542,95.47325102880659,100.0
V2I,rsu[0],carNoIp[190],carNoIp[190],rsu[0],650,5,687,683,169.06479384615307,90.338,27.073,558.578,43.07076923076923,40.0,68.20499999999998,95.16837481698389,100.0
V2I,rsu[0],carNoIp[192],carNoIp[192],rsu[0],593,0,623,624,171.03945868465433,97.26700000000001,20.816999999999997,615.0369999999999,43.51939291736931,42.0,62.31700000000001,95.03205128205127,100.0
V2I,rsu[0],carNoIp[201],carNoIp[201],rsu[0],475,0,500,501,220.81466315789476,185.85,20.811,553.403,53.04421052631579,51.0,50.00399999999996,94.81037924151696,100.0
V2I,rsu[0],carNoIp[184],carNoIp[184],rsu[0],710,0,749,750,246.7936267605635,226.45799999999997,23.93,566.668,41.99014084507042,33.0,74.893,94.66666666666667,100.0
V2I,rsu[0],carNoIp[187],carNoIp[187],rsu[0],708,0,749,750,229.47416525423708,214.274,30.217,615.295,54.90677966101695,43.0,74.98400000000001,94.39999999999999,100.0
V2I,rsu[0],carNoIp[195],carNoIp[195],rsu[0],589,0,625,626,204.25762478777588,188.456,27.686999999999998,564.68,39.33106960950764,36.0,62.456999999999965,94.08945686900958,100.0
V2I,rsu[0],carNoIp[169],carNoIp[169],rsu[0],911,0,979,980,168.13849945115248,70.9,23.929000000000002,682.199,43.6344676180022,43.0,97.92999999999998,92.9591836734694,100.0
V2I,rsu[0],carNoIp[213],carNoIp[213],rsu[0],407,0,438,439,226.9175233415234,198.82,23.928,554.216,44.86486486486486,49.0,43.87700000000001,92.71070615034168,100.0
V2I,rsu[0],carNoIp[155],carNoIp[155],rsu[0],867,185,1122,938,218.2091164936565,179.025,27.065,653.773,61.44290657439446,67.0,93.685,92.43070362473348,100.0
V2I,rsu[0],carNoIp[239],carNoIp[239],rsu[0],61,0,65,66,403.47975409836044,406.798,368.23800000000006,424.935,15.0,15.0,6.5,92.42424242424242,92.5925925925926
V2I,rsu[0],carNoIp[166],carNoIp[166],rsu[0],902,0,975,976,143.99788248336978,44.6085,23.928,718.0989999999999,51.99667405764967,55.0,97.47700000000003,92.41803278688525,100.0
V2I,rsu[0],carNoIp[161],carNoIp[161],rsu[0],907,0,984,985,173.9213947078283,108.869,23.928,705.7410000000001,60.70341786108049,76.0,98.40299999999996,92.08121827411168,100.0
V2I,rsu[0],carNoIp[188],carNoIp[188],rsu[0],625,5,686,682,250.59226719999984,237.28,20.820999999999998,571.673,29.7056,25.0,68.112,91.64222873900293,100.0
V2I,rsu[0],carNoIp[148],carNoIp[148],rsu[0],861,245,1184,940,206.02949012775886,149.11,23.932,626.121,59.46341463414634,62.0,93.939,91.59574468085107,100.0
V2I,rsu[0],carNoIp[212],carNoIp[212],rsu[0],397,5,438,434,226.1457884130986,190.878,43.56100000000001,564.257,45.45340050377834,56.0,43.240999999999985,91.47465437788019,100.0
V2I,rsu[0],carNoIp[178],carNoIp[178],rsu[0],759,0,829,830,187.89196837944633,125.649,30.218000000000004,711.715,66.49670619235836,73.0,82.92199999999997,91.44578313253012,100.0
V2I,rsu[0],carNoIp[179],carNoIp[179],rsu[0],631,180,873,694,275.5358652931855,268.752,30.217,667.132,40.629160063391446,38.0,69.37799999999999,90.92219020172911,100.0
V2I,rsu[0],carNoIp[175],carNoIp[175],rsu[0],839,0,922,923,197.7504171632905,138.687,27.066999999999997,665.307,44.892729439809294,47.0,92.19,90.89924160346695,100.0
V2I,rsu[0],carNoIp[199],carNoIp[199],rsu[0],473,40,562,523,208.87250317124725,150.35299999999998,30.217,641.0369999999999,41.780126849894295,22.0,52.14099999999996,90.43977055449331,100.0
V2I,rsu[0],carNoIp[12],carNoIp[12],rsu[0],774,65,923,859,223.1538733850133,178.47750000000002,23.928,657.5060000000001,44.49612403100775,49.0,85.774,90.104772991851,100.0
V2I,rsu[0],carNoIp[126],carNoIp[126],rsu[0],873,0,968,969,115.9120068728521,27.704,20.81,765.9580000000001,59.098510882016036,67.0,96.78800000000001,90.09287925696594,100.0
V2I,rsu[0],carNoIp[10],carNoIp[10],rsu[0],530,0,588,589,182.4256490566038,131.404,27.066999999999997,668.3510000000001,61.22830188679245,66.0,58.739000000000004,89.9830220713073,100.0
V2I,rsu[0],carNoIp[55],carNoIp[55],rsu[0],745,5,833,829,218.8341530201344,183.088,27.065,698.6160000000001,53.06174496644295,54.0,82.83600000000001,89.86731001206273,100.0
V2I,rsu[0],carNoIp[220],carNoIp[220],rsu[0],274,10,314,305,296.1962262773724,292.033,62.632,562.952,45.660583941605836,53.0,30.440999999999974,89.8360655737705,100.0
V2I,rsu[0],carNoIp[141],carNoIp[141],rsu[0],712,0,793,794,150.74378511235975,74.1425,23.928,724.8510000000001,49.88061797752809,52.0,79.28399999999999,89.67254408060454,100.0
V2I,rsu[0],carNoIp[163],carNoIp[163],rsu[0],720,190,998,809,230.6431055555554,206.67450000000002,27.065,638.756,64.53888888888889,69.0,80.77499999999998,88.99876390605687,100.0
V2I,rsu[0],carNoIp[137],carNoIp[137],rsu[0],771,0,866,867,133.16943579766522,30.939,23.929000000000002,769.8710000000001,47.20881971465629,41.0,86.53900000000002,88.92733564013841,100.0
V2I,rsu[0],carNoIp[60],carNoIp[60],rsu[0],693,0,780,781,181.4482784992785,108.389,23.928,765.7360000000001,50.07215007215007,45.0,78.035,88.73239436619718,100.0
V2I,rsu[0],carNoIp[105],carNoIp[105],rsu[0],690,0,777,778,162.64626666666683,95.9375,20.81,751.331,54.93768115942029,59.0,77.641,88.68894601542416,100.0
V2I,rsu[0],carNoIp[183],carNoIp[183],rsu[0],640,90,811,722,278.81454687499985,272.4115,27.066,697.939,56.8,49.0,72.14500000000001,88.64265927977839,100.0
V2I,rsu[0],carNoIp[110],carNoIp[110],rsu[0],678,0,764,765,224.40318289085533,198.85700000000003,30.221,725.5110000000001,59.176991150442475,70.0,76.37699999999998,88.62745098039215,100.0
V2I,rsu[0],carNoIp[159],carNoIp[159],rsu[0],623,0,703,704,174.72792295345124,93.78,27.07,697.12,50.39325842696629,45.0,70.28999999999999,88.49431818181817,100.0
V2I,rsu[0],carNoIp[14],carNoIp[14],rsu[0],685,0,775,776,170.83417810219007,94.39299999999999,30.218000000000004,754.6669999999999,57.51094890510949,63.0,77.52600000000001,88.27319587628865,100.0
V2I,rsu[0],carNoIp[209],carNoIp[209],rsu[0],325,120,488,369,248.00259999999997,229.22299999999998,30.641,641.27,66.12,66.0,36.787000000000035,88.07588075880759,100.0
V2I,rsu[0],carNoIp[34],carNoIp[34],rsu[0],766,0,869,870,198.4856514360314,149.3305,27.07,765.046,55.60443864229765,50.0,86.86099999999999,88.04597701149424,100.0
V2I,rsu[0],carNoIp[172],carNoIp[172],rsu[0],614,0,698,699,250.94350651465783,239.224,20.819000000000003,719.315,57.78664495114006,73.0,69.79599999999999,87.83977110157367,100.0
V2I,rsu[0],carNoIp[180],carNoIp[180],rsu[0],713,0,811,812,251.5574193548386,228.206,23.928,650.432,55.109396914446,64.0,81.09400000000002,87.807881773399,100.0
V2I,rsu[0],carNoIp[100],carNoIp[100],rsu[0],576,0,656,657,181.0191649305557,125.6445,20.818,721.243,60.017361111111114,61.0,65.589,87.67123287671232,100.0
V2I,rsu[0],carNoIp[87],carNoIp[87],rsu[0],561,0,639,640,216.37861853832428,199.83599999999998,20.81,710.1439999999999,48.28698752228164,51.0,63.839,87.65625,100.0
V2I,rsu[0],carNoIp[165],carNoIp[165],rsu[0],672,0,766,767,233.07446577380935,213.85899999999998,37.674,740.582,43.18452380952381,44.0,76.618,87.61408083441981,100.0
V2I,rsu[0],carNoIp[81],carNoIp[81],rsu[0],620,0,709,710,245.44900967741913,235.09050000000002,20.995,731.296,52.46612903225807,57.5,70.90899999999999,87.32394366197182,100.0
V2I,rsu[0],carNoIp[197],carNoIp[197],rsu[0],474,20,562,543,242.72817932489446,198.43150000000003,20.816999999999997,644.901,47.76371308016878,51.0,54.226999999999975,87.29281767955801,100.0
V2I,rsu[0],carNoIp[22],carNoIp[22],rsu[0],663,0,760,761,200.63290648567119,146.49,30.22,748.4010000000001,54.74660633484163,50.0,75.944,87.1222076215506,100.0
V2I,rsu[0],carNoIp[77],carNoIp[77],rsu[0],889,35,1055,1021,192.96059955005555,119.20100000000001,21.319000000000003,713.2310000000001,60.32733408323959,62.0,101.967,87.07149853085211,100.0
V2I,rsu[0],carNoIp[151],carNoIp[151],rsu[0],712,20,837,818,271.3118778089887,258.79499999999996,30.217,685.431,48.86376404494382,42.0,81.74400000000003,87.04156479217605,100.0
V2I,rsu[0],carNoIp[83],carNoIp[83],rsu[0],388,0,445,446,239.52189690721653,210.8865,30.217,677.436,49.95103092783505,43.0,44.44699999999999,86.99551569506725,100.0
V2I,rsu[0],carNoIp[90],carNoIp[90],rsu[0],875,0,1005,1006,179.58503657142825,102.973,27.066999999999997,825.998,55.009142857142855,78.0,100.45100000000001,86.97813121272365,100.0
V2I,rsu[0],carNoIp[108],carNoIp[108],rsu[0],867,0,997,998,212.85219031141858,166.99400000000003,20.81,767.993,46.65167243367935,39.0,99.63499999999999,86.87374749498998,100.0
V2I,rsu[0],carNoIp[46],carNoIp[46],rsu[0],1047,140,1345,1206,189.21395510983595,104.38799999999999,23.932,743.824,47.81566380133715,43.0,120.483,86.81592039800995,100.0
V2I,rsu[0],carNoIp[211],carNoIp[211],rsu[0],355,80,488,409,251.04543661971795,230.65599999999998,30.254,687.717,32.64507042253521,43.0,40.757000000000005,86.79706601466992,100.0
V2I,rsu[0],carNoIp[56],carNoIp[56],rsu[0],788,0,907,908,203.1726332487311,159.028,20.81,786.717,60.81218274111675,67.0,90.72300000000001,86.78414096916299,100.0
V2I,rsu[0],carNoIp[176],carNoIp[176],rsu[0],623,155,873,719,265.87415569823446,255.69,23.929000000000002,727.6010000000001,43.41252006420546,37.0,71.862,86.6481223922114,100.0
V2I,rsu[0],carNoIp[74],carNoIp[74],rsu[0],867,170,1171,1002,220.08493425605562,170.908,27.065,703.549,70.12572087658593,82.0,100.06200000000001,86.52694610778443,100.0
V2I,rsu[0],carNoIp[80],carNoIp[80],rsu[0],752,0,870,871,209.36066356382995,170.3675,23.930999999999997,774.063,50.90824468085106,53.0,86.953,86.33754305396096,100.0
V2I,rsu[0],carNoIp[4],carNoIp[4],rsu[0],711,0,823,824,195.05406891701767,158.225,23.929000000000002,784.304,62.533052039381154,59.0,82.247,86.2864077669903,100.0
V2I,rsu[0],carNoIp[173],carNoIp[173],rsu[0],804,5,936,932,164.5760286069642,83.945,20.896,752.863,52.72636815920398,41.0,93.08300000000003,86.26609442060087,100.0
V2I,rsu[0],carNoIp[35],carNoIp[35],rsu[0],514,0,595,596,260.72913424124516,257.4305,27.065,740.3380000000001,58.217898832684824,66.0,59.579,86.24161073825503,100.0
V2I,rsu[0],carNoIp[89],carNoIp[89],rsu[0],688,0,797,798,204.9415726744187,171.093,23.928,781.302,50.11482558139535,57.0,79.76499999999999,86.21553884711778,100.0
V2I,rsu[0],carNoIp[160],carNoIp[160],rsu[0],626,0,726,727,183.35420287539935,131.6105,20.811,757.74,28.5,26.0,72.631,86.10729023383769,100.0
V2I,rsu[0],carNoIp[25],carNoIp[25],rsu[0],525,0,609,610,257.0833676190477,248.142,20.81,737.8580000000001,45.095238095238095,62.0,60.87799999999999,86.0655737704918,100.0
V2I,rsu[0],carNoIp[112],carNoIp[112],rsu[0],740,15,874,860,226.95734729729722,187.0885,23.933000000000003,740.6239999999999,52.37432432432433,42.0,85.97400000000002,86.04651162790698,100.0
V2I,rsu[0],carNoIp[113],carNoIp[113],rsu[0],917,0,1065,1066,203.0891668484179,134.556,20.81,778.413,48.92584514721919,51.0,106.49000000000001,86.02251407129457,100.0
V2I,rsu[0],carNoIp[29],carNoIp[29],rsu[0],804,0,938,939,229.11260696517405,194.57549999999998,23.928,776.398,43.35696517412935,54.0,93.837,85.62300319488818,100.0
V2I,rsu[0],carNoIp[123],carNoIp[123],rsu[0],813,200,1149,950,216.05862361623537,173.68599999999998,30.217,711.971,49.522755227552274,70.0,94.87800000000001,85.57894736842105,100.0
V2I,rsu[0],carNoIp[37],carNoIp[37],rsu[0],687,0,802,803,181.55631441047967,139.256,20.811999999999998,764.6039999999999,50.61863173216885,55.0,80.217,85.55417185554171,100.0
V2I,rsu[0],carNoIp[75],carNoIp[75],rsu[0],807,135,1078,944,216.33349814126439,166.238,27.065,740.265,57.182156133829,65.0,94.29899999999999,85.48728813559322,100.0
V2I,rsu[0],carNoIp[70],carNoIp[70],rsu[0],733,0,857,858,203.92214188267369,157.208,30.217,785.699,54.00818553888131,42.0,85.74199999999999,85.43123543123544,100.0
V2I,rsu[0],carNoIp[99],carNoIp[99],rsu[0],625,0,731,732,225.4236048000002,208.797,30.218000000000004,751.7710000000001,48.3392,33.0,73.055,85.38251366120218,100.0
V2I,rsu[0],carNoIp[98],carNoIp[98],rsu[0],513,0,600,601,227.670171539961,208.467,30.223000000000003,744.2610000000001,53.487329434697855,52.0,60.009,85.35773710482529,100.0
V2I,rsu[0],carNoIp[28],carNoIp[28],rsu[0],647,0,757,758,196.06962442040185,154.016,23.936,794.227,38.36785162287481,44.0,75.696,85.35620052770449,100.0
V2I,rsu[0],carNoIp[93],carNoIp[93],rsu[0],727,220,1071,852,238.79712517193954,209.111,20.81,779.753,32.54470426409904,24.0,85.10900000000001,85.32863849765259,100.0
V2I,rsu[0],carNoIp[144],carNoIp[144],rsu[0],844,0,989,990,210.99676066350688,144.65949999999998,23.933000000000003,765.898,42.50592417061611,50.0,98.886,85.25252525252526,100.0
V2I,rsu[0],carNoIp[15],carNoIp[15],rsu[0],479,0,562,563,247.20583089770363,241.41099999999997,27.070999999999998,713.1560000000001,62.062630480167016,69.0,56.245000000000005,85.07992895204262,100.0
V2I,rsu[0],carNoIp[125],carNoIp[125],rsu[0],866,135,1152,1018,203.15737875288679,128.146,37.693000000000005,740.72,61.635103926096996,71.0,101.65099999999998,85.0687622789784,100.0
V2I,rsu[0],carNoIp[116],carNoIp[116],rsu[0],710,0,834,835,174.00698450704257,112.21199999999999,23.929000000000002,815.4939999999999,53.32112676056338,53.0,83.436,85.02994011976048,100.0
V2I,rsu[0],carNoIp[42],carNoIp[42],rsu[0],630,0,741,742,208.4537428571425,182.627,30.218000000000004,750.8,58.4984126984127,61.0,74.08,84.90566037735849,100.0
V2I,rsu[0],carNoIp[102],carNoIp[102],rsu[0],788,0,928,929,192.2969010152279,138.7575,30.217,823.653,57.70685279187817,68.0,92.78599999999999,84.82238966630786,100.0
V2I,rsu[0],carNoIp[153],carNoIp[153],rsu[0],584,0,688,689,213.8710804794519,186.946,22.795,753.426,48.794520547945204,32.0,68.80200000000002,84.76052249637155,100.0
V2I,rsu[0],carNoIp[150],carNoIp[150],rsu[0],562,0,663,664,196.4952046263345,139.013,27.070999999999998,763.717,72.6797153024911,92.0,66.25999999999999,84.63855421686746,100.0
V2I,rsu[0],carNoIp[101],carNoIp[101],rsu[0],385,0,454,455,237.2349324675324,196.41099999999997,20.811999999999998,699.742,50.13506493506493,45.0,45.349999999999994,84.61538461538461,100.0
V2I,rsu[0],carNoIp[109],carNoIp[109],rsu[0],746,0,881,882,157.9060509383377,87.93450000000001,21.506,817.847,50.179624664879356,64.0,88.143,84.58049886621315,100.0
V2I,rsu[0],carNoIp[62],carNoIp[62],rsu[0],796,25,966,942,242.67254145728705,208.904,30.217,735.693,48.91708542713568,43.0,94.08699999999999,84.50106157112526,100.0
V2I,rsu[0],carNoIp[115],carNoIp[115],rsu[0],752,0,889,890,165.76285638297853,90.99100000000001,27.065,853.316,60.450797872340424,58.0,88.876,84.49438202247191,100.0
V2I,rsu[0],carNoIp[152],carNoIp[152],rsu[0],680,10,814,805,242.87182647058845,223.01800000000003,20.811999999999998,787.424,58.798529411764704,79.0,80.44400000000002,84.472049689441,100.0
V2I,rsu[0],carNoIp[132],carNoIp[132],rsu[0],641,0,759,760,213.71425585023385,180.55900000000003,20.82,804.2239999999999,38.67706708268331,39.0,75.838,84.34210526315789,100.0
V2I,rsu[0],carNoIp[162],carNoIp[162],rsu[0],747,0,885,886,210.47261981258438,170.226,30.221,826.423,45.64390896921017,35.0,88.58100000000002,84.31151241534988,100.0
V2I,rsu[0],carNoIp[97],carNoIp[97],rsu[0],863,15,1038,1024,199.15154229432235,137.211,23.928,858.5369999999999,58.6882966396292,73.0,102.281,84.27734375,100.0
V2I,rsu[0],carNoIp[47],carNoIp[47],rsu[0],655,0,777,778,213.54890076335874,192.01,20.81,826.073,43.332824427480915,49.0,77.706,84.19023136246787,100.0
V2I,rsu[0],carNoIp[96],carNoIp[96],rsu[0],985,0,1169,1170,206.54123654822183,136.52200000000002,20.81,769.216,49.60812182741117,48.0,116.85099999999998,84.1880341880342,100.0
V2I,rsu[0],carNoIp[94],carNoIp[94],rsu[0],646,0,767,768,249.97511300309603,232.88150000000002,27.066,813.9689999999999,42.18730650154799,39.0,76.665,84.11458333333334,100.0
V2I,rsu[0],carNoIp[118],carNoIp[118],rsu[0],831,35,1022,988,218.67016967509045,167.858,27.066,794.6289999999999,50.25511432009627,60.0,98.74799999999999,84.10931174089069,100.0
V2I,rsu[0],carNoIp[67],carNoIp[67],rsu[0],602,5,720,716,273.59315116279055,266.499,27.066,759.205,59.245847176079735,66.0,71.54500000000002,84.07821229050279,100.0
V2I,rsu[0],carNoIp[78],carNoIp[78],rsu[0],819,135,1109,975,234.69054456654408,187.054,27.070999999999998,774.7560000000001,46.676434676434674,45.0,97.431,84.0,100.0
V2I,rsu[0],carNoIp[54],carNoIp[54],rsu[0],634,0,754,755,263.6305820189274,256.13800000000003,30.219,773.9110000000001,59.98422712933754,62.0,75.37799999999999,83.97350993377484,100.0
V2I,rsu[0],carNoIp[18],carNoIp[18],rsu[0],716,0,852,853,183.6524958100558,76.41,27.065,766.471,44.529329608938546,36.0,85.23,83.9390386869871,100.0
V2I,rsu[0],carNoIp[140],carNoIp[140],rsu[0],810,5,971,967,224.9214160493833,175.5085,20.81,785.298,53.71604938271605,49.0,96.57799999999997,83.76421923474663,100.0
V2I,rsu[0],carNoIp[86],carNoIp[86],rsu[0],982,10,1187,1178,173.4964847250497,71.71600000000001,23.929000000000002,778.575,45.45213849287169,39.0,117.63099999999999,83.3616298811545,100.0
V2I,rsu[0],carNoIp[149],carNoIp[149],rsu[0],895,10,1084,1075,228.6952849162005,200.435,20.81,760.7869999999999,46.07150837988827,55.0,107.44400000000002,83.25581395348837,100.0
V2I,rsu[0],carNoIp[31],carNoIp[31],rsu[0],865,55,1093,1039,203.28387745664872,137.579,27.07,744.75,45.69942196531792,39.0,103.76499999999999,83.2531280076997,100.0
V2I,rsu[0],carNoIp[130],carNoIp[130],rsu[0],633,50,810,761,265.7997788309638,252.5,27.066,682.283,46.13744075829384,51.0,75.976,83.18002628120894,100.0
V2I,rsu[0],carNoIp[191],carNoIp[191],rsu[0],567,5,686,682,282.7552345679012,275.875,27.074,712.5419999999999,71.03174603174604,74.0,68.12299999999996,83.13782991202346,100.0
