sender,total_sent
carNoIp[0],598
carNoIp[1],598
carNoIp[2],598
carNoIp[3],598
carNoIp[4],598
carNoIp[5],598
carNoIp[6],598
carNoIp[7],598
carNoIp[8],598
carNoIp[9],598
carNoIp[10],598
carNoIp[11],598
carNoIp[12],541
carNoIp[13],541
carNoIp[14],541
carNoIp[15],541
carNoIp[16],485
carNoIp[17],485
carNoIp[18],485
carNoIp[19],485
carNoIp[20],429
carNoIp[21],429
carNoIp[22],429
carNoIp[23],429
carNoIp[24],373
carNoIp[25],373
carNoIp[26],373
carNoIp[27],373
carNoIp[28],316
carNoIp[29],316
carNoIp[30],316
carNoIp[31],316
carNoIp[32],260
carNoIp[33],260
carNoIp[34],260
carNoIp[35],260
carNoIp[36],204
carNoIp[37],204
carNoIp[38],204
carNoIp[39],204
carNoIp[40],148
carNoIp[41],148
carNoIp[42],148
carNoIp[43],148
carNoIp[44],148
carNoIp[45],148
carNoIp[46],148
carNoIp[47],148
carNoIp[48],148
carNoIp[49],148
carNoIp[50],148
carNoIp[51],148
carNoIp[52],91
carNoIp[53],91
carNoIp[54],91
carNoIp[55],91
carNoIp[56],35
carNoIp[57],35
carNoIp[58],35
carNoIp[59],35
