t,rsu,msgId,lat,lon,heading,speed,dist_m,delay_ms,verified,cert_size,sig_size,spdu_size,Algorithm
5.148000,rsu[0],40,366.746892,222.498674,1.570796,0.000000,70.614,48.000,1,897,655,1621,Falcon-512
5.153000,rsu[0],40,340.915691,225.881878,1.570796,0.000000,48.672,53.000,1,897,656,1622,Falcon-512
5.155000,rsu[0],13,373.862548,219.030791,1.570796,0.000000,76.439,55.000,1,897,650,1616,Falcon-512
5.157000,rsu[0],40,321.396094,161.681248,1.570796,0.000000,44.171,57.000,1,897,652,1618,Falcon-512
5.158000,rsu[0],39,330.894483,266.993804,1.570796,0.000000,73.943,58.000,1,897,652,1618,Falcon-512
5.171000,rsu[0],40,354.024619,222.441107,1.570796,0.000000,58.713,71.000,1,897,659,1625,Falcon-512
5.173000,rsu[0],21,330.886517,285.281173,1.570796,0.000000,90.840,73.000,1,897,656,1622,Falcon-512
5.174000,rsu[0],40,275.381759,230.220648,1.570796,0.000000,39.298,74.000,1,897,651,1617,Falcon-512
5.187000,rsu[0],12,321.625438,153.066059,1.570796,0.000000,51.918,87.000,1,897,656,1622,Falcon-512
5.193000,rsu[0],37,320.157835,225.232114,1.570796,0.000000,32.680,93.000,1,897,656,1622,Falcon-512
5.200000,rsu[0],40,320.354673,200.783993,1.570796,0.000000,20.974,100.000,1,897,655,1621,Falcon-512
5.212000,rsu[0],14,327.383528,292.142538,1.570796,0.000000,96.255,12.000,1,897,655,1621,Falcon-512
5.215000,rsu[0],41,304.444047,226.651819,1.570796,0.000000,27.479,15.000,1,897,653,1619,Falcon-512
5.228000,rsu[0],41,318.462244,222.981691,1.570796,0.000000,29.900,28.000,1,897,653,1619,Falcon-512
5.230000,rsu[0],15,266.014703,230.242824,1.570796,0.000000,45.767,30.000,1,897,653,1619,Falcon-512
5.236000,rsu[0],41,327.393633,268.945200,1.570796,0.000000,74.356,36.000,1,897,656,1622,Falcon-512
5.246000,rsu[0],41,320.915689,179.727429,1.570796,0.000000,29.554,46.000,1,897,654,1620,Falcon-512
5.246000,rsu[0],41,288.836414,226.688770,1.570796,0.000000,29.358,46.000,1,897,658,1624,Falcon-512
5.248000,rsu[0],41,366.051477,222.495527,1.570796,0.000000,69.956,48.000,1,897,653,1619,Falcon-512
5.250000,rsu[0],41,330.892914,239.154326,1.570796,0.000000,50.124,50.000,1,897,653,1619,Falcon-512
5.253000,rsu[0],41,341.758895,225.885693,1.570796,0.000000,49.385,53.000,1,897,654,1620,Falcon-512
5.255000,rsu[0],14,373.349674,219.028471,1.570796,0.000000,75.942,55.000,1,897,653,1619,Falcon-512
5.257000,rsu[0],41,321.383775,162.143997,1.570796,0.000000,43.765,57.000,1,897,654,1620,Falcon-512
5.258000,rsu[0],40,330.894915,266.003332,1.570796,0.000000,73.047,58.000,1,897,654,1620,Falcon-512
5.271000,rsu[0],41,353.015402,222.436540,1.570796,0.000000,57.784,71.000,1,897,658,1624,Falcon-512
5.273000,rsu[0],22,330.886790,284.652594,1.570796,0.000000,90.250,73.000,1,897,652,1618,Falcon-512
5.274000,rsu[0],41,275.967323,230.219261,1.570796,0.000000,38.933,74.000,1,897,653,1619,Falcon-512
5.281000,rsu[0],41,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,655,1621,Falcon-512
5.287000,rsu[0],13,321.620602,153.247715,1.570796,0.000000,51.752,87.000,1,897,653,1619,Falcon-512
5.293000,rsu[0],38,320.373803,225.083635,1.570796,0.000000,32.700,93.000,1,897,653,1619,Falcon-512
5.300000,rsu[0],41,320.329358,201.714957,1.570796,0.000000,21.005,100.000,1,897,655,1621,Falcon-512
5.312000,rsu[0],15,327.383680,291.791915,1.570796,0.000000,95.920,12.000,1,897,653,1619,Falcon-512
5.315000,rsu[0],42,305.272330,226.649858,1.570796,0.000000,27.623,15.000,1,897,654,1620,Falcon-512
5.328000,rsu[0],42,317.429539,223.013518,1.570796,0.000000,29.299,28.000,1,897,653,1619,Falcon-512
5.330000,rsu[0],16,266.313572,230.242117,1.570796,0.000000,45.545,30.000,1,897,656,1622,Falcon-512
5.336000,rsu[0],42,327.394084,267.911032,1.570796,0.000000,73.399,36.000,1,897,657,1623,Falcon-512
5.345000,rsu[0],0,378.585485,222.552242,1.570796,0.000000,81.910,45.000,1,897,653,1619,Falcon-512
5.346000,rsu[0],42,320.887189,180.798025,1.570796,0.000000,28.810,46.000,1,897,657,1623,Falcon-512
5.346000,rsu[0],42,289.678237,226.686777,1.570796,0.000000,29.047,46.000,1,897,657,1623,Falcon-512
5.348000,rsu[0],42,365.339953,222.492307,1.570796,0.000000,69.284,48.000,1,897,656,1622,Falcon-512
5.353000,rsu[0],42,342.627393,225.889622,1.570796,0.000000,50.124,53.000,1,897,656,1622,Falcon-512
5.355000,rsu[0],15,372.812232,219.026040,1.570796,0.000000,75.423,55.000,1,897,652,1618,Falcon-512
5.357000,rsu[0],42,321.370812,162.630949,1.570796,0.000000,43.338,57.000,1,897,657,1623,Falcon-512
5.358000,rsu[0],41,330.895349,265.006679,1.570796,0.000000,72.148,58.000,1,897,657,1623,Falcon-512
5.373000,rsu[0],23,330.887074,284.002399,1.570796,0.000000,89.640,73.000,1,897,651,1617,Falcon-512
5.381000,rsu[0],42,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,657,1623,Falcon-512
5.387000,rsu[0],14,321.615102,153.454316,1.570796,0.000000,51.563,87.000,1,897,656,1622,Falcon-512
5.393000,rsu[0],39,320.552746,224.960612,1.570796,0.000000,32.718,93.000,1,897,656,1622,Falcon-512
5.400000,rsu[0],42,320.308692,202.601038,1.570796,0.000000,21.076,100.000,1,897,653,1619,Falcon-512
5.412000,rsu[0],16,327.383829,291.449622,1.570796,0.000000,95.592,12.000,1,897,656,1622,Falcon-512
5.415000,rsu[0],43,306.062933,226.647986,1.570796,0.000000,27.783,15.000,1,897,657,1623,Falcon-512
5.428000,rsu[0],43,316.376703,223.045965,1.570796,0.000000,28.711,28.000,1,897,656,1622,Falcon-512
5.430000,rsu[0],17,266.628637,230.241371,1.570796,0.000000,45.312,30.000,1,897,653,1619,Falcon-512
5.436000,rsu[0],43,327.394544,266.854721,1.570796,0.000000,72.422,36.000,1,897,654,1620,Falcon-512
5.445000,rsu[0],1,378.435058,222.551561,1.570796,0.000000,81.766,45.000,1,897,655,1621,Falcon-512
5.446000,rsu[0],43,320.859061,181.854640,1.570796,0.000000,28.095,46.000,1,897,657,1623,Falcon-512
5.446000,rsu[0],43,290.495899,226.684841,1.570796,0.000000,28.765,46.000,1,897,658,1624,Falcon-512
5.448000,rsu[0],43,364.609116,222.489001,1.570796,0.000000,68.594,48.000,1,897,654,1620,Falcon-512
5.450000,rsu[0],43,330.890000,238.346732,1.570796,0.000000,49.494,50.000,1,897,657,1623,Falcon-512
5.453000,rsu[0],43,343.520448,225.893662,1.570796,0.000000,50.887,53.000,1,897,655,1621,Falcon-512
5.455000,rsu[0],16,372.252542,219.023508,1.570796,0.000000,74.882,55.000,1,897,653,1619,Falcon-512
5.458000,rsu[0],42,330.895783,264.010455,1.570796,0.000000,71.252,58.000,1,897,655,1621,Falcon-512
5.471000,rsu[0],43,350.925153,222.427082,1.570796,0.000000,55.869,71.000,1,897,653,1619,Falcon-512
5.472000,rsu[0],0,264.887943,226.745468,1.570796,0.000000,44.420,72.000,1,897,655,1621,Falcon-512
5.473000,rsu[0],24,327.387362,283.340611,1.570796,0.000000,87.868,73.000,1,897,660,1626,Falcon-512
5.474000,rsu[0],43,277.196129,230.216352,1.570796,0.000000,38.184,74.000,1,897,656,1622,Falcon-512
5.481000,rsu[0],43,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,656,1622,Falcon-512
5.487000,rsu[0],15,321.609030,153.682396,1.570796,0.000000,51.354,87.000,1,897,654,1620,Falcon-512
5.493000,rsu[0],40,320.694661,224.863045,1.570796,0.000000,32.733,93.000,1,897,657,1623,Falcon-512
5.500000,rsu[0],43,320.292035,203.442218,1.570796,0.000000,21.181,100.000,1,897,654,1620,Falcon-512
5.512000,rsu[0],17,327.383988,291.086059,1.570796,0.000000,95.245,12.000,1,897,655,1621,Falcon-512
5.515000,rsu[0],44,306.808536,226.646221,1.570796,0.000000,27.953,15.000,1,897,657,1623,Falcon-512
5.528000,rsu[0],44,315.304852,223.078999,1.570796,0.000000,28.140,28.000,1,897,655,1621,Falcon-512
5.530000,rsu[0],18,266.959066,230.240589,1.570796,0.000000,45.069,30.000,1,897,655,1621,Falcon-512
5.536000,rsu[0],44,327.395011,265.783349,1.570796,0.000000,71.435,36.000,1,897,657,1623,Falcon-512
5.545000,rsu[0],2,378.262903,222.550782,1.570796,0.000000,81.600,45.000,1,897,653,1619,Falcon-512
5.546000,rsu[0],44,320.831882,182.875595,1.570796,0.000000,27.426,46.000,1,897,654,1620,Falcon-512
5.546000,rsu[0],44,291.285867,226.682971,1.570796,0.000000,28.512,46.000,1,897,655,1621,Falcon-512
5.548000,rsu[0],44,363.861287,222.485617,1.570796,0.000000,67.889,48.000,1,897,655,1621,Falcon-512
5.550000,rsu[0],44,330.890000,238.010418,1.570796,0.000000,49.234,50.000,1,897,658,1624,Falcon-512
5.553000,rsu[0],44,344.434802,225.897799,1.570796,0.000000,51.673,53.000,1,897,657,1623,Falcon-512
5.555000,rsu[0],17,371.669127,219.020869,1.570796,0.000000,74.319,55.000,1,897,654,1620,Falcon-512
5.557000,rsu[0],44,321.343043,163.674083,1.570796,0.000000,42.428,57.000,1,897,654,1620,Falcon-512
5.558000,rsu[0],43,330.896203,263.045833,1.570796,0.000000,70.387,58.000,1,897,658,1624,Falcon-512
5.571000,rsu[0],44,349.842586,222.422184,1.570796,0.000000,54.882,71.000,1,897,657,1623,Falcon-512
5.572000,rsu[0],1,265.108815,226.744945,1.570796,0.000000,44.246,72.000,1,897,657,1623,Falcon-512
5.573000,rsu[0],25,327.387666,282.642807,1.570796,0.000000,87.206,73.000,1,897,654,1620,Falcon-512
5.587000,rsu[0],16,321.602486,153.928239,1.570796,0.000000,51.130,87.000,1,897,653,1619,Falcon-512
5.593000,rsu[0],41,320.799810,224.790755,1.570796,0.000000,32.745,93.000,1,897,653,1619,Falcon-512
5.600000,rsu[0],44,320.276269,204.238420,1.570796,0.000000,21.309,100.000,1,897,651,1617,Falcon-512
5.612000,rsu[0],18,327.384153,290.706048,1.570796,0.000000,94.881,12.000,1,897,658,1624,Falcon-512
5.615000,rsu[0],45,307.509139,226.644562,1.570796,0.000000,28.130,15.000,1,897,655,1621,Falcon-512
5.628000,rsu[0],45,314.210061,223.112739,1.570796,0.000000,27.588,28.000,1,897,659,1625,Falcon-512
5.630000,rsu[0],19,267.310301,230.239757,1.570796,0.000000,44.811,30.000,1,897,653,1619,Falcon-512
5.636000,rsu[0],45,327.395488,264.688109,1.570796,0.000000,70.428,36.000,1,897,655,1621,Falcon-512
5.645000,rsu[0],3,378.068344,222.549902,1.570796,0.000000,81.414,45.000,1,897,656,1622,Falcon-512
5.646000,rsu[0],45,320.805591,183.863203,1.570796,0.000000,26.801,46.000,1,897,655,1621,Falcon-512
5.646000,rsu[0],45,292.052603,226.681156,1.570796,0.000000,28.285,46.000,1,897,655,1621,Falcon-512
5.648000,rsu[0],45,363.092171,222.482137,1.570796,0.000000,67.164,48.000,1,897,653,1619,Falcon-512
5.650000,rsu[0],45,330.888753,237.719102,1.570796,0.000000,49.009,50.000,1,897,656,1622,Falcon-512
5.652000,rsu[0],0,325.136362,152.746838,1.570796,0.000000,53.756,52.000,1,897,654,1620,Falcon-512
5.653000,rsu[0],45,345.364515,225.902004,1.570796,0.000000,52.477,53.000,1,897,659,1625,Falcon-512
5.655000,rsu[0],18,371.060802,219.018117,1.570796,0.000000,73.731,55.000,1,897,658,1624,Falcon-512
5.657000,rsu[0],45,321.328430,164.223025,1.570796,0.000000,41.951,57.000,1,897,655,1621,Falcon-512
5.658000,rsu[0],44,330.896608,262.116434,1.570796,0.000000,69.556,58.000,1,897,656,1622,Falcon-512
5.671000,rsu[0],45,348.739819,222.417194,1.570796,0.000000,53.880,71.000,1,897,656,1622,Falcon-512
5.672000,rsu[0],2,265.346038,226.744384,1.570796,0.000000,44.059,72.000,1,897,654,1620,Falcon-512
5.673000,rsu[0],26,327.387979,281.923450,1.570796,0.000000,86.525,73.000,1,897,653,1619,Falcon-512
5.687000,rsu[0],17,321.595570,154.188031,1.570796,0.000000,50.893,87.000,1,897,658,1624,Falcon-512
5.693000,rsu[0],42,320.870797,224.741952,1.570796,0.000000,32.753,93.000,1,897,654,1620,Falcon-512
5.700000,rsu[0],45,320.261283,204.995207,1.570796,0.000000,21.459,100.000,1,897,653,1619,Falcon-512
5.712000,rsu[0],19,327.384330,290.300469,1.570796,0.000000,94.494,12.000,1,897,654,1620,Falcon-512
5.715000,rsu[0],46,308.164742,226.643010,1.570796,0.000000,28.311,15.000,1,897,654,1620,Falcon-512
5.728000,rsu[0],46,313.090710,223.131324,1.570796,0.000000,27.045,28.000,1,897,654,1620,Falcon-512
5.730000,rsu[0],20,267.677877,230.238887,1.570796,0.000000,44.543,30.000,1,897,652,1618,Falcon-512
5.736000,rsu[0],46,327.395972,263.576119,1.570796,0.000000,69.408,36.000,1,897,656,1622,Falcon-512
5.745000,rsu[0],4,377.856025,222.548941,1.570796,0.000000,81.210,45.000,1,897,655,1621,Falcon-512
5.746000,rsu[0],46,320.780158,184.818593,1.570796,0.000000,26.216,46.000,1,897,658,1624,Falcon-512
5.746000,rsu[0],46,292.780827,226.679432,1.570796,0.000000,28.088,46.000,1,897,658,1624,Falcon-512
5.748000,rsu[0],46,362.303768,222.478569,1.570796,0.000000,66.423,48.000,1,897,656,1622,Falcon-512
5.750000,rsu[0],46,330.886407,237.472785,1.570796,0.000000,48.818,50.000,1,897,651,1617,Falcon-512
5.752000,rsu[0],1,325.136362,152.746838,1.570796,0.000000,53.756,52.000,1,897,654,1620,Falcon-512
5.757000,rsu[0],46,321.313323,164.790499,1.570796,0.000000,41.460,57.000,1,897,659,1625,Falcon-512
5.771000,rsu[0],46,347.620256,222.412128,1.570796,0.000000,52.868,71.000,1,897,652,1618,Falcon-512
5.787000,rsu[0],18,321.588188,154.465308,1.570796,0.000000,50.640,87.000,1,897,654,1620,Falcon-512
5.793000,rsu[0],43,320.905108,224.718363,1.570796,0.000000,32.757,93.000,1,897,660,1626,Falcon-512
5.800000,rsu[0],46,320.253593,205.707112,1.570796,0.000000,21.628,100.000,1,897,657,1623,Falcon-512
5.812000,rsu[0],20,327.384517,289.870408,1.570796,0.000000,94.083,12.000,1,897,656,1622,Falcon-512
5.813000,rsu[0],28,327.388637,280.414909,1.570796,0.000000,85.098,13.000,1,897,658,1624,Falcon-512
5.815000,rsu[0],47,308.778198,226.641558,1.570796,0.000000,28.493,15.000,1,897,656,1622,Falcon-512
5.828000,rsu[0],47,311.957476,223.134007,1.570796,0.000000,26.517,28.000,1,897,654,1620,Falcon-512
5.830000,rsu[0],21,268.062561,230.237976,1.570796,0.000000,44.264,30.000,1,897,656,1622,Falcon-512
5.836000,rsu[0],47,327.396466,262.442957,1.570796,0.000000,68.372,36.000,1,897,654,1620,Falcon-512
5.845000,rsu[0],5,377.627344,222.547907,1.570796,0.000000,80.990,45.000,1,897,652,1618,Falcon-512
5.846000,rsu[0],47,320.755467,185.746095,1.570796,0.000000,25.670,46.000,1,897,653,1619,Falcon-512
5.846000,rsu[0],47,293.481521,226.677773,1.570796,0.000000,27.914,46.000,1,897,655,1621,Falcon-512
5.848000,rsu[0],47,361.498353,222.474925,1.570796,0.000000,65.667,48.000,1,897,657,1623,Falcon-512
5.850000,rsu[0],47,330.884463,237.268563,1.570796,0.000000,48.660,50.000,1,897,654,1620,Falcon-512
5.852000,rsu[0],2,325.136362,152.746838,1.570796,0.000000,53.756,52.000,1,897,655,1621,Falcon-512
5.853000,rsu[0],47,347.282734,225.910682,1.570796,0.000000,54.148,53.000,1,897,657,1623,Falcon-512
5.855000,rsu[0],20,369.773545,219.012293,1.570796,0.000000,72.490,55.000,1,897,655,1621,Falcon-512
5.857000,rsu[0],47,321.297822,165.372789,1.570796,0.000000,40.959,57.000,1,897,657,1623,Falcon-512
5.872000,rsu[0],4,265.871607,226.743140,1.570796,0.000000,43.646,72.000,1,897,656,1622,Falcon-512
5.874000,rsu[0],47,279.876388,230.210007,1.570796,0.000000,36.642,74.000,1,897,655,1621,Falcon-512
5.881000,rsu[0],47,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,657,1623,Falcon-512
5.887000,rsu[0],19,321.580136,154.767797,1.570796,0.000000,50.365,87.000,1,897,655,1621,Falcon-512
5.893000,rsu[0],44,320.906879,224.717145,1.570796,0.000000,32.757,93.000,1,897,657,1623,Falcon-512
5.900000,rsu[0],47,320.243968,206.374614,1.570796,0.000000,21.805,100.000,1,897,653,1619,Falcon-512
5.912000,rsu[0],21,327.384712,289.424411,1.570796,0.000000,93.657,12.000,1,897,655,1621,Falcon-512
5.913000,rsu[0],29,327.388980,279.626608,1.570796,0.000000,84.354,13.000,1,897,658,1624,Falcon-512
5.915000,rsu[0],48,309.346653,226.640212,1.570796,0.000000,28.672,15.000,1,897,655,1621,Falcon-512
5.928000,rsu[0],48,310.809950,223.136724,1.570796,0.000000,26.022,28.000,1,897,656,1622,Falcon-512
5.930000,rsu[0],22,268.470452,230.237010,1.570796,0.000000,43.970,30.000,1,897,656,1622,Falcon-512
5.936000,rsu[0],48,327.396967,261.293318,1.570796,0.000000,67.324,36.000,1,897,655,1621,Falcon-512
5.945000,rsu[0],6,377.377425,222.546776,1.570796,0.000000,80.750,45.000,1,897,655,1621,Falcon-512
5.946000,rsu[0],48,320.731399,186.650190,1.570796,0.000000,25.160,46.000,1,897,653,1619,Falcon-512
5.946000,rsu[0],48,294.159026,226.676169,1.570796,0.000000,27.762,46.000,1,897,654,1620,Falcon-512
5.948000,rsu[0],48,360.671054,222.471181,1.570796,0.000000,64.892,48.000,1,897,657,1623,Falcon-512
5.950000,rsu[0],48,330.882946,237.109332,1.570796,0.000000,48.537,50.000,1,897,656,1622,Falcon-512
5.952000,rsu[0],3,325.135702,152.771665,1.570796,0.000000,53.734,52.000,1,897,654,1620,Falcon-512
5.953000,rsu[0],48,348.267930,225.915139,1.570796,0.000000,55.013,53.000,1,897,655,1621,Falcon-512
5.955000,rsu[0],21,369.099897,219.009246,1.570796,0.000000,71.841,55.000,1,897,654,1620,Falcon-512
5.957000,rsu[0],48,321.281814,165.974117,1.570796,0.000000,40.443,57.000,1,897,655,1621,Falcon-512
5.958000,rsu[0],47,330.897748,259.500541,1.570796,0.000000,67.231,58.000,1,897,658,1624,Falcon-512
5.971000,rsu[0],48,345.323991,222.401738,1.570796,0.000000,50.805,71.000,1,897,656,1622,Falcon-512
5.972000,rsu[0],5,266.164522,226.742446,1.570796,0.000000,43.417,72.000,1,897,653,1619,Falcon-512
5.974000,rsu[0],48,280.594369,230.208307,1.570796,0.000000,36.251,74.000,1,897,656,1622,Falcon-512
5.981000,rsu[0],48,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,661,1627,Falcon-512
5.987000,rsu[0],20,321.571413,155.095455,1.570796,0.000000,50.067,87.000,1,897,659,1625,Falcon-512
5.993000,rsu[0],45,320.906895,224.717134,1.570796,0.000000,32.757,93.000,1,897,655,1621,Falcon-512
6.000000,rsu[0],48,320.231611,206.998627,1.570796,0.000000,21.984,100.000,1,897,655,1621,Falcon-512
6.012000,rsu[0],22,327.384912,288.964086,1.570796,0.000000,93.218,12.000,1,897,657,1623,Falcon-512
6.013000,rsu[0],30,327.389333,278.815461,1.570796,0.000000,83.589,13.000,1,897,655,1621,Falcon-512
6.015000,rsu[0],49,309.870109,226.638973,1.570796,0.000000,28.845,15.000,1,897,659,1625,Falcon-512
6.028000,rsu[0],49,309.643538,223.139485,1.570796,0.000000,25.562,28.000,1,897,652,1618,Falcon-512
6.030000,rsu[0],23,268.900929,230.235991,1.570796,0.000000,43.662,30.000,1,897,657,1623,Falcon-512
6.036000,rsu[0],49,327.397476,260.123876,1.570796,0.000000,66.261,36.000,1,897,651,1617,Falcon-512
6.045000,rsu[0],7,377.107872,222.545556,1.570796,0.000000,80.492,45.000,1,897,655,1621,Falcon-512
6.046000,rsu[0],49,320.708197,187.521772,1.570796,0.000000,24.689,46.000,1,897,652,1618,Falcon-512
6.046000,rsu[0],49,294.801649,226.674647,1.570796,0.000000,27.633,46.000,1,897,657,1623,Falcon-512
6.048000,rsu[0],49,359.826445,222.467359,1.570796,0.000000,64.101,48.000,1,897,656,1622,Falcon-512
6.052000,rsu[0],4,325.134398,152.820626,1.570796,0.000000,53.690,52.000,1,897,652,1618,Falcon-512
6.053000,rsu[0],49,349.278802,225.919712,1.570796,0.000000,55.904,53.000,1,897,653,1619,Falcon-512
6.055000,rsu[0],22,368.406529,219.006109,1.570796,0.000000,71.174,55.000,1,897,655,1621,Falcon-512
6.057000,rsu[0],49,321.265273,166.595479,1.570796,0.000000,39.913,57.000,1,897,659,1625,Falcon-512
6.058000,rsu[0],48,330.898102,258.687059,1.570796,0.000000,66.512,58.000,1,897,657,1623,Falcon-512
6.072000,rsu[0],6,266.479937,226.741699,1.570796,0.000000,43.171,72.000,1,897,656,1622,Falcon-512
6.087000,rsu[0],21,321.562010,155.448675,1.570796,0.000000,49.747,87.000,1,897,657,1623,Falcon-512
6.093000,rsu[0],46,320.906895,224.717134,1.570796,0.000000,32.757,93.000,1,897,653,1619,Falcon-512
6.100000,rsu[0],49,320.225072,207.577736,1.570796,0.000000,22.169,100.000,1,897,652,1618,Falcon-512
6.112000,rsu[0],23,327.385123,288.479556,1.570796,0.000000,92.755,12.000,1,897,654,1620,Falcon-512
6.113000,rsu[0],31,327.389694,277.988320,1.570796,0.000000,82.809,13.000,1,897,655,1621,Falcon-512
6.115000,rsu[0],50,310.348564,226.637840,1.570796,0.000000,29.012,15.000,1,897,657,1623,Falcon-512
6.128000,rsu[0],50,308.453371,223.142303,1.570796,0.000000,25.140,28.000,1,897,655,1621,Falcon-512
6.130000,rsu[0],24,269.351833,230.234924,1.570796,0.000000,43.341,30.000,1,897,650,1616,Falcon-512
6.136000,rsu[0],50,327.397995,258.932432,1.570796,0.000000,65.182,36.000,1,897,659,1625,Falcon-512
6.145000,rsu[0],8,376.819769,222.544252,1.570796,0.000000,80.215,45.000,1,897,657,1623,Falcon-512
6.146000,rsu[0],50,295.429889,226.673160,1.570796,0.000000,27.520,46.000,1,897,656,1622,Falcon-512
6.148000,rsu[0],50,358.962861,222.463452,1.570796,0.000000,63.295,48.000,1,897,657,1623,Falcon-512
6.150000,rsu[0],50,330.881199,236.925843,1.570796,0.000000,48.396,50.000,1,897,654,1620,Falcon-512
6.152000,rsu[0],5,325.132471,152.893040,1.570796,0.000000,53.626,52.000,1,897,655,1621,Falcon-512
6.153000,rsu[0],50,350.311697,225.924385,1.570796,0.000000,56.818,53.000,1,897,657,1623,Falcon-512
6.155000,rsu[0],23,367.693730,219.002884,1.570796,0.000000,70.488,55.000,1,897,656,1622,Falcon-512
6.157000,rsu[0],50,321.248054,167.242296,1.570796,0.000000,39.364,57.000,1,897,656,1622,Falcon-512
6.158000,rsu[0],49,330.898442,257.905940,1.570796,0.000000,65.824,58.000,1,897,658,1624,Falcon-512
6.171000,rsu[0],50,343.066772,222.391524,1.570796,0.000000,48.797,71.000,1,897,654,1620,Falcon-512
6.172000,rsu[0],7,266.812626,226.740912,1.570796,0.000000,42.912,72.000,1,897,653,1619,Falcon-512
6.174000,rsu[0],50,282.082935,230.204783,1.570796,0.000000,35.473,74.000,1,897,655,1621,Falcon-512
6.181000,rsu[0],50,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,656,1622,Falcon-512
6.187000,rsu[0],22,321.551999,155.824737,1.570796,0.000000,49.406,87.000,1,897,653,1619,Falcon-512
6.193000,rsu[0],47,320.906895,224.717134,1.570796,0.000000,32.757,93.000,1,897,658,1624,Falcon-512
6.200000,rsu[0],50,320.219783,208.111873,1.570796,0.000000,22.353,100.000,1,897,654,1620,Falcon-512
6.212000,rsu[0],24,327.385341,287.979311,1.570796,0.000000,92.278,12.000,1,897,656,1622,Falcon-512
6.213000,rsu[0],32,327.390062,277.142938,1.570796,0.000000,82.014,13.000,1,897,652,1618,Falcon-512
6.215000,rsu[0],51,310.782020,226.636814,1.570796,0.000000,29.168,15.000,1,897,657,1623,Falcon-512
6.228000,rsu[0],51,307.249849,223.145152,1.570796,0.000000,24.764,28.000,1,897,653,1619,Falcon-512
6.230000,rsu[0],25,269.820070,230.233815,1.570796,0.000000,43.011,30.000,1,897,656,1622,Falcon-512
6.236000,rsu[0],51,327.398520,257.727882,1.570796,0.000000,64.095,36.000,1,897,657,1623,Falcon-512
6.245000,rsu[0],9,376.512451,222.542862,1.570796,0.000000,79.921,45.000,1,897,653,1619,Falcon-512
6.246000,rsu[0],51,296.018903,226.671765,1.570796,0.000000,27.427,46.000,1,897,653,1619,Falcon-512
6.248000,rsu[0],51,358.077518,222.459446,1.570796,0.000000,62.469,48.000,1,897,651,1617,Falcon-512
6.250000,rsu[0],51,330.880964,236.901272,1.570796,0.000000,48.377,50.000,1,897,654,1620,Falcon-512
6.252000,rsu[0],6,325.129905,152.989440,1.570796,0.000000,53.540,52.000,1,897,656,1622,Falcon-512
6.255000,rsu[0],24,366.959960,218.999565,1.570796,0.000000,69.783,55.000,1,897,655,1621,Falcon-512
6.257000,rsu[0],51,321.230263,167.910591,1.570796,0.000000,38.800,57.000,1,897,655,1621,Falcon-512
6.271000,rsu[0],51,342.002154,222.386707,1.570796,0.000000,47.858,71.000,1,897,658,1624,Falcon-512
6.274000,rsu[0],51,282.857230,230.202950,1.570796,0.000000,35.087,74.000,1,897,658,1624,Falcon-512
6.281000,rsu[0],51,323.700000,211.039141,1.570796,0.000000,26.619,81.000,1,897,658,1624,Falcon-512
6.287000,rsu[0],23,321.541554,156.217100,1.570796,0.000000,49.051,87.000,1,897,660,1626,Falcon-512
6.293000,rsu[0],48,320.906895,224.717134,1.570796,0.000000,32.757,93.000,1,897,656,1622,Falcon-512
6.294000,rsu[0],51,351.359902,225.929127,1.570796,0.000000,57.751,94.000,1,897,654,1620,Falcon-512
6.300000,rsu[0],51,320.214940,208.601026,1.570796,0.000000,22.530,100.000,1,897,659,1625,Falcon-512
6.312000,rsu[0],25,327.385566,287.463508,1.570796,0.000000,91.787,12.000,1,897,654,1620,Falcon-512
6.313000,rsu[0],33,327.390436,276.283299,1.570796,0.000000,81.206,13.000,1,897,655,1621,Falcon-512
6.315000,rsu[0],52,311.170475,226.635894,1.570796,0.000000,29.313,15.000,1,897,654,1620,Falcon-512
6.328000,rsu[0],52,306.034321,223.148030,1.570796,0.000000,24.439,28.000,1,897,655,1621,Falcon-512
6.330000,rsu[0],26,270.306088,230.232665,1.570796,0.000000,42.670,30.000,1,897,653,1619,Falcon-512
6.336000,rsu[0],52,327.399055,256.499463,1.570796,0.000000,62.991,36.000,1,897,654,1620,Falcon-512
6.345000,rsu[0],10,376.179938,222.541357,1.570796,0.000000,79.602,45.000,1,897,656,1622,Falcon-512
6.346000,rsu[0],52,296.583305,226.670429,1.570796,0.000000,27.349,46.000,1,897,654,1620,Falcon-512
6.348000,rsu[0],52,357.168033,222.455330,1.570796,0.000000,61.623,48.000,1,897,652,1618,Falcon-512
6.350000,rsu[0],52,330.880962,236.900989,1.570796,0.000000,48.377,50.000,1,897,656,1622,Falcon-512
6.352000,rsu[0],7,325.126854,153.104083,1.570796,0.000000,53.438,52.000,1,897,655,1621,Falcon-512
6.355000,rsu[0],25,366.210507,218.996174,1.570796,0.000000,69.063,55.000,1,897,658,1624,Falcon-512
